user_id,role,target_date,days_visible,llm_prediction,pattern,reason,evidence,model,status,ground_truth,scenario,correct
SUB303,Teller,2026-09-21,1,0,"The behavior on 2026-09-21 is consistent with a teller’s normal workflow: regular login from a known IP during business hours, modest customer record lookups spread through the day, two small downloads, no failed logins, and a normal logout. There’s no sign of bulk access, unusual spikes, off-hours activity, or role-inconsistent actions.","- All activity occurs during typical work hours from a known IP.
- Customer_access events are low-volume and sporadic, fitting teller duties.
- Downloads are small (total 6 units) and not excessive or clustered in a way suggesting mass exfiltration.
- No failed logins or privilege anomalies.
- No evidence of escalation or abrupt behavioral change on the target date.","[""2026-09-21 09:00:00 login from known_ip=1 (10.3.1.75)"", ""Customer_access events totaling modest records: 4,1,2,2,2,3,1 throughout the day"", ""Two download events: 14:23:23 (download=5) and 15:31:05 (download=1) with no accompanying mass record access"", ""No failed_login events (all zero)"", ""2026-09-21 16:44:00 logout within business hours""]",gpt-5,completed,0,normal,True
SUB303,Teller,2026-09-22,2,1,"// Structured insider-threat behaviour assessment.
","On the target date, activity occurred after a recorded logout with no intervening login, which is an authentication/session anomaly. While downloads (two events of 5 each) and customer accesses were within working hours and from a known IP consistent with the teller role, the post-logout customer_access deviates from normal sequencing and warrants suspicion.","[""2026-09-22 16:32:00 | event=logout | known_ip=1"", ""2026-09-22 16:37:25 | event=customer_access occurs after logout with no new login"", ""Downloads on 2026-09-22 total 10 (two events of 5) vs. 6 on 2026-09-21—moderate increase but within work hours and known IP""]",gpt-5,completed,0,normal,False
SUB303,Teller,2026-09-23,3,0,normal,"On 2026-09-23 all activity was during business hours from a known IP with a Regular account and no failed logins. Customer record accesses were small (3–5 at a time) across several events, consistent with teller duties. Download volume was low (2) and below prior days’ levels. There were no unusual spikes, role-inconsistent actions, off-hours access, or signs of data exfiltration on the target date.","[""2026-09-23 09:07:00 login | known_ip=1 | account=Regular | failed_login=0"", ""2026-09-23 09:50:52 download=2 (lower than previous days)"", ""2026-09-23 11:00:14 to 16:31:32 multiple customer_access events with 3–5 records each"", ""2026-09-23 16:55:00 logout during normal hours"", ""Prior comparison: 2026-09-21 downloads=5 and 1; 2026-09-22 downloads=5 and 5 (higher than 2026-09-23)""]",gpt-5,completed,0,normal,True
SUB303,Teller,2026-09-24,4,0,// Structured insider-threat behaviour assessment.,"On the target date, the teller’s activity is routine: small, infrequent downloads, modest customer record access, all during business hours from a known IP with no failed logins. Volumes are lower than or equal to prior days and show no escalation or unusual patterns.","[""2026-09-24: Downloads at 11:15 (1) and 11:40 (1) total 2; this is equal to 2026-09-23 (2) and lower than 2026-09-21 (6) and 2026-09-22 (10)."", ""2026-09-24: Customer access totals 9 records across four events (1, 4, 3, 1), which is lower than prior days (e.g., 15 on 2026-09-21; 17 on 2026-09-22; 30 on 2026-09-23)."", ""2026-09-24: All activity occurs between 09:09 and 16:35 (normal work hours)."", ""2026-09-24: All actions from known IP 10.3.1.75; account=Regular; failed_login=0.""]",gpt-5,completed,0,normal,True
SUB303,Teller,2026-09-25,5,0,// Structured insider-threat behaviour assessment.,"Activity on the target date is consistent with prior days for a teller: small customer record lookups and modest downloads from a known IP during business hours. The two downloads (4 at midday, 1 later) are within historical ranges and show no escalation. A download and customer access shortly after a recorded logout is unusual, but a similar post-logout activity occurred on 2026-09-22, suggesting session/log timing artifacts rather than clear misuse. No failed logins, off-hours access, or spike in volumes to indicate exfiltration.","[""2026-09-25 12:04:49 | event=download | download=4 (similar to prior daily downloads)"", ""2026-09-25 16:30:00 | event=logout followed by 16:30:30 | event=download | download=1 and 16:35:41 | event=customer_access (post-logout activity)"", ""Prior similar pattern: 2026-09-22 16:32:00 | event=logout then 16:37:25 | event=customer_access"", ""Historical download volumes comparable: 2026-09-22 12:45:46 | download=5; 2026-09-22 14:11:13 | download=5; 2026-09-23 09:50:52 | download=2; 2026-09-24 11:15:25 | download=1"", ""All events from known IP 10.3.1.75 during working hours; no failed_login events on 2026-09-25""]",gpt-5,completed,0,normal,True
SUB304,Teller,2026-09-21,1,0,"// Structured insider-threat behaviour assessment.
","On 2026-09-21 the teller’s activity was routine: small, role-consistent customer record lookups (17 total) spread across the day, no downloads, no failed logins, from a known IP, within normal work hours. No unusual spikes or sensitive-access patterns observed.","[""Known IP (10.3.3.126) used all day"", ""Normal work window (09:07–16:33) with single login/logout"", ""Customer_access events only; totals modest (17 records)"", ""No downloads (download=0)"", ""No failed logins (failed_login=0)"", ""Regular account usage; no privilege changes""]",gpt-5,completed,0,normal,True
SUB304,Teller,2026-09-22,2,0,// Structured insider-threat behaviour assessment.,"Activity on 2026-09-22 mirrors prior day’s teller workflow with routine customer lookups from a known IP during business hours. There is a single small download event, which is a minor change from the previous day but not repeated, not large-scale, and unaccompanied by spikes in record access, failed logins, or off-hours activity—insufficient on its own to classify as suspicious.","[""Known IP and Regular account throughout 2026-09-22 (e.g., 09:04 login, 16:48 logout)"", ""Customer_access volumes (2–5 records per event) align with 2026-09-21 patterns"", ""No failed_login events on 2026-09-22"", ""Single download event at 2026-09-22 12:34:28 (download=1) with no follow-up downloads or bulk record access""]",gpt-5,completed,0,normal,True
SUB304,Teller,2026-09-23,3,1,// Structured insider-threat behaviour assessment.,"On the target date (2026-09-23), the teller showed a sharp, repeated increase in downloads (five download events totaling 13), a significant escalation from prior days (0 then 1). Several downloads occurred immediately after customer record accesses, suggesting potential data exfiltration behavior. While activity was from a known IP and during work hours, the volume and pattern of downloads are anomalous for this user compared to earlier days.","[""2026-09-23: five download events totaling 13 (11:07:25=4; 13:14:23=1; 13:34:52=1; 14:45:10=5; 16:04:31=2)"", ""Prior baseline: 2026-09-21 had 0 downloads; 2026-09-22 had 1 download"", ""Temporal coupling: customer_access at 11:04:31 followed by download at 11:07:25; similar repeated later"", ""Role context: Teller typically has limited need for frequent downloads; this is a marked departure from prior two days"", ""Minor anomaly: one VIP account access at 13:56:13 not seen on earlier days (contextual, not conclusive)"", ""Benign context: all events from known IP (10.3.3.126), within business hours, no failed logins""]",gpt-5,completed,0,normal,False
SUB304,Teller,2026-09-24,4,1,// Structured insider-threat behaviour assessment.,"On 2026-09-24 the teller executed two download events totaling 6, which sustains an abrupt increase that began on 2026-09-23 (13 downloads) after previously minimal downloads. While logins/IPs and hours are normal and there are no failed logins, the continued elevated download volume relative to earlier days and to a teller’s typical needs is anomalous and warrants suspicion on the target date.","[""2026-09-24 11:46:17 | event=download | download=2 | account=Regular | known_ip=1"", ""2026-09-24 13:11:15 | event=download | download=4 | account=Regular | known_ip=1"", ""Context: 2026-09-23 11:07:25 | event=download | download=4 | account=Regular"", ""Context: 2026-09-23 14:45:10 | event=download | download=5 | account=Regular"", ""Context: 2026-09-22 12:34:28 | event=download | download=1 | account=Regular""]",gpt-5,completed,0,normal,False
SUB304,Teller,2026-09-25,5,1,// Structured insider-threat behaviour assessment.,"On the target date, there are clear session anomalies: a customer_access event before the recorded login and another customer_access after the recorded logout, with no intervening login events. While download activity and volumes appear consistent with prior days for this user, performing actions outside an authenticated session is unusual and potentially indicative of session misuse or logging issues, warranting investigation.","[""2026-09-25 09:00:20 customer_access occurs before same-day login at 09:09:00"", ""2026-09-25 16:59:04 customer_access occurs after logout at 16:46:00 with no intervening login"", ""Downloads on 2026-09-25 total 7 (16:16:07=3, 16:33:55=4), comparable to prior days (e.g., 6 on 2026-09-24; 13 on 2026-09-23), so the anomaly is timing of access, not volume"", ""All activity from known IP 10.3.3.126 and within work hours, making the session-timing irregularities stand out""]",gpt-5,completed,0,normal,False
SUB305,Teller,2026-09-21,1,0,within_work_hours,"On the target date, activity stayed within normal work hours from a known IP, with modest customer record accesses and only two small download events (total=4). There are no failed logins, no spikes in records accessed, and nothing indicating role-inconsistent or escalating behavior.","[""2026-09-21 login 09:18 from known IP 10.3.1.56"", ""Multiple customer_access events with small record counts (2–4 each; total ~14)"", ""Two download events: 14:38 (download=1) and 15:48 (download=3), low volume"", ""No failed_login events"", ""Logout at 16:33 within standard hours""]",gpt-5,completed,0,normal,True
SUB305,Teller,2026-09-22,2,1,"// Structured insider-threat behaviour assessment.
{""type"":""object"",""properties"":{""prediction"":{""type"":""integer"",""enum"":[0,1]},""reason"":{""type"":""string""},""evidence"":{""type"":""array"",""items"":{""type"":""string""}}}}","Suspicious due to a download occurring before the day’s login (after a prior logout) and a sharp, unexplained increase in download volume relative to the previous day, which is atypical for a Teller. While activity is from a known IP and within work hours, the pre-login download and elevated download bursts make 2026-09-22 anomalous.","[""2026-09-22 09:06:52: download=4 occurred before login at 09:12:00, despite prior logout on 2026-09-21 16:33:00."", ""Total downloads on 2026-09-22 = 14 (09:06=4, 09:19=2, 10:32=4, 15:21=4) vs 4 on 2026-09-21 (3.5x increase)."", ""Customer access volumes on 2026-09-22 are low/modest (1–3 records per event), not proportionally higher to justify the increased downloads."", ""All activity from known IP 10.3.1.56 and within business hours, reducing noise but not explaining the pre-login download.""]",gpt-5,completed,0,normal,False
SUB305,Teller,2026-09-23,3,0,"{""type"":""object"",""properties"":{""prediction"":{""type"":""integer"",""enum"":[0,1]},""reason"":{""type"":""string""},""evidence"":{""type"":""array"",""items"":{""type"":""string""}}}}","On the target date, activity occurs during normal hours from a known IP, with typical teller-sized customer record views and only a single small download. There is a post-logout customer_access at 16:55, but a similar log-order/session artifact appears on a prior day (download before login on 2026-09-22), reducing the likelihood of malicious behavior. No escalating downloads, no unusual access volumes, and no failed logins on 2026-09-23.","[""2026-09-23 09:06:00 login from known IP (10.3.1.56) during business hours"", ""2026-09-23 customer_access events show 1–5 records per access (e.g., 09:37:57=5; 09:46:15=1; 10:00:50=4; etc.), consistent with teller duties"", ""2026-09-23 only one small download at 13:31:11 (download=1), much lower than 2026-09-22’s multiple downloads (total ~14)"", ""2026-09-23 logout at 16:52:00 followed by a 16:55:01 customer_access; prior day shows a timing anomaly too (2026-09-22 09:06:52 download before 09:12:00 login), suggesting logging/session artifact rather than confirmed misuse""]",gpt-5,completed,0,normal,True
SUB305,Teller,2026-09-24,4,0,normal,"On the target date, activity fits a teller’s routine: small customer lookups throughout the day, a single moderate download, all from a known IP during business hours, with no failed logins or anomalous spikes versus prior days.","[""2026-09-24 09:08 login from known IP 10.3.1.56; known_ip=1"", ""Customer_access events only, with small record counts (1–5) at 11:53, 12:25, 14:48, 15:44, 16:10"", ""Single download at 16:21 with download=3; no bulk or repeated downloads"", ""No failed_login events on 2026-09-24"", ""Orderly logout at 16:36 the same day"", ""Download volume on 2026-09-24 (3) is not elevated compared to prior days (e.g., lower than 2026-09-22)""]",gpt-5,completed,0,normal,True
SUB305,Teller,2026-09-25,5,0,normal,"On 2026-09-25 the teller’s activity stayed within recent norms: one moderate download (3) during business hours from a known IP, routine customer record accesses consistent with role, no failed logins, and normal logout. Download volume did not spike versus prior days (equal to 09-24 and well below the peak on 09-22), and there are no unusual access patterns specific to the target date.","[""2026-09-25 09:07:00 | login | known_ip=1"", ""2026-09-25 11:33:14 | download=3 (single download event for the day)"", ""2026-09-25 multiple customer_access events throughout business hours (role-consistent)"", ""2026-09-25 no failed_login events"", ""2026-09-25 16:53:00 | logout during normal hours"", ""Comparison: 2026-09-24 total downloads=3 (same as 09-25)"", ""Comparison: 2026-09-22 total downloads=14 (much higher than 09-25, indicating no growth on target date)""]",gpt-5,completed,0,normal,True
SUB306,Teller,2026-09-21,1,0,// Structured insider-threat behaviour assessment.,"On 2026-09-21 the teller logged in from a known internal IP during business hours, accessed a small number of customer records in several sessions, performed one small download (4 units), had no failed logins, and logged out normally. The activity volume and types align with a teller’s duties and show no abnormal spikes or unusual patterns for the day.","[""Known IP used all day: 10.3.3.112 (known_ip=1)"", ""Business-hours activity: 09:00–16:55 with normal login/logout"", ""Customer_access events are low-volume (1–5 records per event) and typical for a teller"", ""Single small download at 12:13:23 with download=4"", ""No failed_login events throughout the day""]",gpt-5,completed,0,normal,True
SUB306,Teller,2026-09-22,2,0,The message does not match any of the behaviors we should avoid or any user query that could be potentially malicious. The assistant is allowed to answer. We can ignore this message when generating the final answer.,"On the target date, activity occurred during business hours from a known IP, with small, routine customer record accesses. While there were three download events totaling 10 units (higher than the prior day’s 4), they were modest in size, spaced over the shift, and consistent with a teller’s workflow. No failed logins, off-hours access, unusual IPs, or spikes in customer record access were observed.","[""2026-09-22 09:09:00 | login | known_ip=1"", ""2026-09-22 11:52:55 to 14:22:08 | multiple customer_access events | records per event=1–4"", ""2026-09-22 13:04:50 | download=3"", ""2026-09-22 14:33:32 | download=4"", ""2026-09-22 16:28:49 | download=3"", ""All 2026-09-22 events from ip=10.3.3.112 | known_ip=1 | failed_login=0"", ""Comparison: 2026-09-21 included a download=4, indicating downloads are not new behavior""]",gpt-5,completed,0,normal,True
SUB306,Teller,2026-09-23,3,0,"The pattern on 2026-09-23 shows normal teller activity: three small download events totaling 11, comparable to the prior day (10), all during business hours from a known IP, with routine customer record accesses and no failed logins or privilege anomalies.","Activity on the target date is consistent with prior days and the teller role; no abrupt spikes, off-hours access, credential issues, or unusual resource use.","[""2026-09-23 downloads: 09:37:22 download=5, 11:37:25 download=1, 12:25:56 download=5 (total 11)"", ""Prior totals: 2026-09-21 total downloads=4; 2026-09-22 total downloads=10; 2026-09-23 total=11 (no sharp surge)"", ""All events on 2026-09-23 from known IP 10.3.3.112; login 09:13 and logout 16:36 (business hours)"", ""Multiple routine customer_access events on 2026-09-23 (e.g., 09:35:31 records=3; 13:13:22 records=4; 16:00:57 records=2)"", ""No failed_login events on 2026-09-23"", ""Activities (customer_access, small downloads) align with Teller responsibilities""]",gpt-5,completed,0,normal,True
SUB306,Teller,2026-09-24,4,0,// Structured insider-threat behaviour assessment.,"Activity on 2026-09-24 matches the employee’s recent pattern and role. Login/logout during normal hours from a known internal IP, interspersed customer record lookups, and two download events totaling 10—consistent with the previous two days (10 and 11). No spikes, off-hours activity, failed logins, or role-inconsistent access on the target date.","[""2026-09-24 login 09:05 and logout 16:51; ip=10.3.3.112; known_ip=1"", ""2026-09-24 downloads at 15:46 (5) and 16:08 (5); total=10"", ""Prior download totals: 2026-09-22 total=10; 2026-09-23 total=11; 2026-09-24 total=10 (no abnormal jump)"", ""Multiple customer_access events on 2026-09-24 with small record counts (5,1,5,1,3), typical for a teller"", ""No failed_login events on 2026-09-24 and no unusual accounts or IPs used""]",gpt-5,completed,0,normal,True
SUB306,Teller,2026-09-25,5,0,"// Structured insider-threat behaviour assessment.
","On the target date, activity occurred from a known IP during business hours, with customer record accesses and multiple small download events similar to prior days. While total downloads (14) are slightly higher than recent days (10–11), the pattern and per-event sizes (1–5) match the week’s routine and show no abrupt spike, off-hours use, unusual IPs, or failed logins.","[""All events on 2026-09-25 used known IP 10.3.3.112 and occurred ~09:13–16:57 (business hours)."", ""Downloads on 2026-09-25 at 10:50 (5), 12:47 (1), 14:31 (3), 16:10 (5); total ≈14, comparable to prior days (2026-09-22: 10; 2026-09-23: 11; 2026-09-24: 10)."", ""Customer_access volumes on 2026-09-25 (mostly 1–4 records per event) mirror earlier days’ usage, consistent with a teller role."", ""No failed logins or access from unfamiliar locations on 2026-09-25."", ""Similar near end-of-day downloads also occurred on 2026-09-24, indicating a recurring pattern rather than a new anomaly.""]",gpt-5,completed,0,normal,True
SUB307,Teller,2026-09-21,1,0,normal,"On 2026-09-21 the teller’s activity shows small, routine customer record lookups, one small download, all from a known IP during business hours, with no failed logins or abnormal spikes—consistent with role expectations.","[""2026-09-21: multiple customer_access events of 1–5 records each; no unusual volume or spikes"", ""2026-09-21 15:03:42: single small download (4), not preceded by large data access"", ""All events from known IP 10.3.5.237 using Regular account"", ""No failed_login events; normal workday cadence with logout at 16:45""]",gpt-5,completed,0,normal,True
SUB307,Teller,2026-09-22,2,1,// Structured insider-threat behaviour assessment.,"On the target date, a customer_access event occurred after the user had logged out, with no intervening login. This is anomalous relative to normal session flow (and the prior day) and could indicate session persistence or misuse. Other activity levels (small record accesses, single small download) appear typical for a teller.","[""2026-09-22 16:45:00 | event=logout | account=Regular | ip=10.3.5.237"", ""2026-09-22 16:50:39 | event=customer_access | records=4 | account=Regular | ip=10.3.5.237 (post-logout access without a new login)"", ""2026-09-21 16:45:00 | event=logout ... (no subsequent activity that day)"", ""2026-09-22 12:37:36 | event=download | download=4 (similar to 2026-09-21 15:03:42, indicating no unusual download growth)""]",gpt-5,completed,0,normal,False
SUB307,Teller,2026-09-23,3,0,"// Structured insider-threat behaviour assessment.
","Activity on 2026-09-23 remains consistent with a teller’s normal duties. Downloads (total 7) are small, occur during business hours from a known IP, and align closely with immediately preceding customer accesses, suggesting routine document handling. No failed logins, privilege changes, or abnormal spikes/patterns unique to the target date.","[""2026-09-23 13:03 download=2 follows customer_access records=2 at 12:59"", ""2026-09-23 13:39 download=5 follows customer_access records=5 at 13:06"", ""Total downloads on 2026-09-23 = 7 vs prior days: 4 (2026-09-21), 4 (2026-09-22) — slight increase but still low and not abrupt"", ""All events on 2026-09-23 from known IP 10.3.5.237, Regular account, within work hours"", ""No failed_login events on 2026-09-23"", ""Customer record access volumes per event remain low (1–5) on 2026-09-23""]",gpt-5,completed,0,normal,True
SUB307,Teller,2026-09-24,4,0,// Structured insider-threat behaviour assessment.,"Activity on the target date is consistent with prior days for a Teller: normal working hours from a known IP, typical customer record accesses, and a single, very small download that is lower than previous days. No anomalies such as spikes in access/downloads, failed logins, or off-hours activity are present on the target date.","[""2026-09-24: All activity from known IP 10.3.5.237; no failed logins."", ""2026-09-24: Customer_access events with 2–5 records per event, similar to 2026-09-21 to 2026-09-23."", ""2026-09-24: Single small download of 1, lower than 2026-09-21 (4), 2026-09-22 (4), and 2026-09-23 (2 and 5)."", ""2026-09-24: Work hours login at 09:06 and logout at 16:44, consistent with prior days."", ""No unusual spikes, repeated large downloads, or off-hours access on the target date.""]",gpt-5,completed,0,normal,True
SUB307,Teller,2026-09-25,5,1,// Structured insider-threat behaviour assessment.,"On the target date, there is a download recorded before the user’s first login and an unusual spike in download activity versus the teller’s recent baseline. This combination of a pre-login data action and elevated, repeated downloads makes the day’s behaviour suspicious despite use of a known IP and normal hours.","[""2026-09-25 09:15:49 | event=download | download=2 occurs before 2026-09-25 09:16:00 | event=login (pre-auth action anomaly)"", ""Additional downloads on 2026-09-25 at 10:38 (2), 11:33 (2), and 12:55 (3) — four download events total on the day"", ""Total downloaded items on 2026-09-25 = 9, which exceeds prior daily totals (2026-09-21:4, 09-22:4, 09-23:7, 09-24:1) and prior max of two download events/day"", ""All activity from known IP and during work hours, so the anomaly is not explained by location or time""]",gpt-5,completed,0,normal,False
SUB308,Teller,2026-09-21,1,1,// Structured insider-threat behaviour assessment.,"On the target date, a customer record access occurred after a recorded logout with no intervening login, which is atypical and suggests a possible session/state anomaly or misuse. Other activity (small, role-consistent customer accesses and two small downloads) appears normal; the post-logout access is the key concern.","[""2026-09-21 16:34:00 logout from known IP 10.3.1.67"", ""No subsequent login event recorded after 16:34:00"", ""2026-09-21 16:35:14 customer_access (5 records) from the same IP without a new login"", ""Downloads were low-volume (3 + 3) and within plausible teller activity, so not driving the flag""]",gpt-5,completed,0,normal,False
SUB308,Teller,2026-09-22,2,1,"// Structured insider-threat behaviour assessment.
{""type"":""object"",""properties"":{""prediction"":{""type"":""integer"",""enum"":[0,1]},""reason"":{""type"":""string""},""evidence"":{""type"":""array"",""items"":{""type"":""string""}}}}","On the target date, a file download occurred immediately after a recorded logout, followed by a customer access without any intervening login. This post-logout activity is anomalous relative to the employee’s normal intra-session actions and timing, and it happens at end-of-day, elevating concern. While prior day activity included downloads, they occurred during an active session, making today’s sequence unusual and suspicious.","[""2026-09-22 16:37:00 logout followed 2 seconds later by download=4 (download after logout)."", ""2026-09-22 16:47:42 customer_access occurred after logout with no intervening login."", ""End-of-day timing: the only download on 2026-09-22 occurs immediately post-logout, unlike 2026-09-21 where downloads were during the session (11:09 and 13:34)."", ""Slight increase in download size (4 vs. prior day’s 3), coinciding with the anomalous timing.""]",gpt-5,completed,0,normal,False
