user_id,date,role,ground_truth,scenario,ml_prediction,anomaly_score,llm_prediction,pattern,reason,evidence,ml_correct,llm_correct,comparison_category
SUB309,2026-09-21,Teller,0,normal,0,0.0799378622869278,1,// Structured insider-threat behaviour assessment.,"On the target date, activity volume and timing are typical for a teller, but there is a customer_access event at 16:53:58 that occurs after a recorded logout at 16:52:00 with no intervening login. Access after logout from the same IP suggests a session anomaly or policy bypass, which is suspicious.","[""2026-09-21 16:52:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.20 | known_ip=1"", ""2026-09-21 16:53:58 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.20 | known_ip=1""]",True,False,ml_only_correct
SUB309,2026-09-24,Teller,0,normal,0,0.0284130127192485,1,"// Structured insider-threat behaviour assessment.
","On the target date, the teller shows a notable spike in download activity versus prior days, including the largest single download event observed and the highest daily total, while overall customer-access activity is lower. This represents an abnormal growth pattern for this user and role even though activity occurs during normal hours and from a known IP.","[""2026-09-24 total downloads = 2 + 1 + 5 = 8, higher than prior daily totals (2026-09-21: 4; 2026-09-22: 4; 2026-09-23: 5)"", ""Largest single download event occurs on 2026-09-24 13:51:14 with download=5 (previous single-event max ≤4)"", ""Customer_access count on 2026-09-24 is lower (3,5,1,4 = 13) compared to earlier days (e.g., 2026-09-23 total ~21), indicating a shift toward data retrieval"", ""All events on 2026-09-24 are from known IP 10.3.5.20 with no failed logins, so the anomaly is specifically the elevated download pattern""]",True,False,ml_only_correct
SUB310,2026-09-24,Teller,0,normal,0,-0.0484215424619107,1,"// Structured insider-threat behaviour assessment.
{""type"":""object"",""properties"":{""prediction"":{""type"":""integer"",""enum"":[0,1]},""reason"":{""type"":""string""},""evidence"":{""type"":""array"",""items"":{""type"":""string""}}}}","On the target date (2026-09-24), the teller performed five download actions totaling 21 items—more than double any prior day (6 on 09-21, 9 on 09-22, 4 on 09-23). Downloads also exceeded customer records accessed that day (21 vs 14) and began immediately after login with large, repeated batches, which is atypical for a teller role and suggests bulk collection not clearly tied to individual customer interactions. Although activity occurred from a known IP during business hours, the sharp volume spike and repeated high-count downloads make the behavior suspicious.","[""2026-09-24 downloads: 5+4+5+2+5 = 21 across the day (09:20, 09:55, 10:53, 12:49, 15:22)"", ""2026-09-24 customer_access total records = 1+5+3+5 = 14; downloads exceeded accesses (21 > 14)"", ""Immediate post-login download: 09:09 login; 09:20:20 download=5 before substantial customer activity"", ""Prior-day download totals: 2026-09-21=6, 2026-09-22=9, 2026-09-23=4; target day=21 (clear spike)"", ""Role= Teller (frontline) typically handles individual transactions; repeated large downloads across the day are atypical for this role"", ""All activity from known IP and within work hours, reducing basic anomalies but not explaining the unusual download surge""]",True,False,ml_only_correct
SUB310,2026-09-25,Teller,0,normal,0,0.0006300700873009,1,threat_assessment,"Suspicious due to a post-logout customer access on 2026-09-25 and continued elevated download activity relative to earlier in the week. While activity is from a known IP and within business hours, accessing customer records five minutes after a recorded logout is anomalous and, combined with above-baseline downloads for a teller, merits investigation.","[""2026-09-25 16:40:00 logout followed by 2026-09-25 16:45:47 customer_access with no intervening login (same account/IP)"", ""Downloads on 2026-09-25 total 13 (events at 09:41:57=3, 11:21:14=5, 15:20:31=5), higher than most prior days (e.g., 2026-09-21=6, 2026-09-22=9, 2026-09-23=4) and second consecutive day of elevated downloads after 2026-09-24 peak of 21"", ""All events occur from known IP 10.3.5.83 with no failed logins, reducing likelihood of external compromise but not explaining the post-logout access""]",True,False,ml_only_correct
SUB312,2026-09-21,CustomerService,0,normal,0,0.0160619385182986,1,// Structured insider-threat behaviour assessment.,"Post-logout activity occurred: a download and subsequent customer record access happened after a recorded logout with no intervening login. While volumes and timing otherwise look normal for CustomerService, actions after logout are anomalous and warrant investigation.","[""2026-09-21 16:34:00 logout recorded (Regular account, known IP)"", ""2026-09-21 16:38:33 download=9 occurs after logout with no intervening login"", ""2026-09-21 16:54:05 customer_access occurs after logout with no intervening login"", ""All activity from known IP during business hours; earlier downloads (10, 3, 10) appear routine for role, making the post-logout actions the primary anomaly.""]",True,False,ml_only_correct
SUB312,2026-09-24,CustomerService,0,normal,0,-0.0294684143713589,1,VIP account usage appears on target date despite employee role being CustomerService and prior history showing only Regular account usage; downloads/IP/hours otherwise consistent with baseline.,"On 2026-09-24 the employee performed a customer_access using account=VIP for the first time, which is inconsistent with their CustomerService role and prior behavior (Regular only). While downloads, timing, and IP are consistent with earlier days, the sudden use of a higher-privilege account is anomalous and warrants suspicion.","[""2026-09-24 16:59:12 | event=customer_access | account=VIP (first occurrence; prior days all Regular)"", ""Employee role: CustomerService (VIP access is role-inconsistent)"", ""All prior activity 2026-09-21 to 2026-09-23 shows account=Regular only (e.g., 2026-09-23 entire day Regular)"", ""2026-09-24 downloads total ~26 (7,10,9) within prior range (not the driver of suspicion)"", ""Post-logout activity occurs 2026-09-24 16:46:00 logout then 16:46:47 customer_access Regular; similar post-logout pattern seen on 2026-09-21 and 2026-09-22, so less indicative""]",True,False,ml_only_correct
SUB314,2026-09-21,CustomerService,0,normal,0,0.0172693361275568,1,"// Structured insider-threat behaviour assessment.
","A download occurred after an explicit logout with no intervening login, which is inconsistent with normal session flow and suggests possible token misuse or bypass on the target date. Other activity appears routine, but the post-logout data access is a clear anomaly warranting suspicion.","[""2026-09-21 16:36:00 logout followed by 2026-09-21 16:42:40 download (account=Regular, same known IP) with no new login event"", ""All other events on 2026-09-21 are during business hours from a known IP with no failed logins and modest customer_access volumes, making the post-logout download the standout anomaly""]",True,False,ml_only_correct
SUB314,2026-09-23,CustomerService,0,normal,0,0.0509262243332692,1,,"On the target date, the user performed a customer_access at 16:57:24 after logging out at 16:49:00, from the same IP and account with no intervening login. This post-logout access is an anomalous session pattern and is inconsistent with normal behavior, even though download volumes and IP/location were typical.","[""2026-09-23 16:49:00 | event=logout | ip=10.3.5.157 | account=Regular"", ""2026-09-23 16:57:24 | event=customer_access | ip=10.3.5.157 | account=Regular | occurs after logout with no new login"", ""Similar post-logout events on previous days (2026-09-21 16:42 download post-logout; 2026-09-22 16:51 download post-logout), indicating a recurring anomaly rather than a one-off""]",True,False,ml_only_correct
SUB315,2026-09-25,CustomerService,0,normal,0,0.0692129740895859,1,"// Structured insider-threat behaviour assessment.
{""type"":""object"",""properties"":{""prediction"":{""type"":""integer"",""enum"":[0,1]},""reason"":{""type"":""string""},""evidence"":{""type"":""array"",""items"":{""type"":""string""}}}}","On the target date, a customer_access event is recorded before any same-day login and another customer_access occurs after a logout with no intervening login. While downloads, IP, and hours are normal relative to prior days, these authentication-sequence inconsistencies are unusual and warrant suspicion for potential session misuse or logging anomalies.","[""2026-09-25 09:10:14 customer_access occurs before the same-day login at 09:14:00 from the same known IP (suggests access without a recorded authentication)."", ""2026-09-25 16:39:00 logout followed by 16:57:32 customer_access with no intervening login (possible persistent session or credential/session misuse)."", ""Download volume on 2026-09-25 totals 12 (9 + 3), which is within prior norms (e.g., 19 on 2026-09-21; 16 on 2026-09-23), indicating the concern is not abnormal volume but sequence anomalies."", ""All activity from a known internal IP and within business hours; no failed logins—further focusing suspicion on the authentication/order-of-events irregularities.""]",True,False,ml_only_correct
SUB316,2026-09-24,CustomerService,0,normal,0,-0.0316227464274808,1,"On 2026-09-24, there is a customer_access event after a recorded logout with no intervening login, indicating a session/logging anomaly that deviates from prior-day patterns. While downloads are minimal and activity occurs from a known IP during work hours, the post-logout access is unusual and warrants investigation.",Post-logout customer access without a new login suggests a potential session persistence/misuse or logging inconsistency; this behavior did not occur on previous days.,"[""2026-09-24 16:38:00 | event=logout"", ""2026-09-24 16:48:26 | event=customer_access occurs after logout with no intervening login"", ""Prior days show no post-logout activity: 2026-09-21 16:33:00 logout end-of-day; 2026-09-22 16:37:00 logout end-of-day; 2026-09-23 16:30:00 logout end-of-day"", ""Downloads on 2026-09-24 are minimal (11:27:41 | download=1), reducing exfiltration concern but not explaining the session anomaly"", ""All events from known IP 10.3.3.220 during business hours, so the anomaly is session/state-related rather than time/IP anomalies""]",True,False,ml_only_correct
SUB316,2026-09-25,CustomerService,0,normal,0,0.0297787790269901,1,"// Structured insider-threat behaviour assessment.
","On the target date, a download occurred after a recorded logout with no intervening login, indicating a session anomaly. Additionally, a download was performed under a VIP account for the first time, deviating from prior download behavior. While volumes and IP are normal, the post-logout activity and new VIP-linked download make the day suspicious.","[""2026-09-25 16:31:00 logout followed by 2026-09-25 16:47:30 download=4 (account=Regular) with no login in between"", ""2026-09-25 14:47:20 download=4 under account=VIP; prior downloads were under account=Regular on earlier days"", ""Pattern emergence: 2026-09-24 16:38:00 logout then 2026-09-24 16:48:26 customer_access with no intervening login, now repeated on 2026-09-25"", ""Known IP and normal working hours; download volume (total 8) not excessive relative to prior days—anomaly is session/account usage rather than volume""]",True,False,ml_only_correct
SUB317,2026-09-22,CustomerService,0,normal,0,-0.0178342312335993,1,// Structured insider-threat behaviour assessment.,"On the target date, activity largely mirrored normal CustomerService work (customer record views and small downloads from a known IP during business hours). However, there was a single download executed under a VIP account at 12:47, which represents a new, higher-privilege account use not seen previously for this user. This role-inconsistent, first-time elevation within a burst of downloads is anomalous and warrants suspicion despite otherwise normal context.","[""2026-09-22 12:47:16 | event=download | account=VIP (all other events on 9/22 use account=Regular)"", ""No VIP account usage on prior day 2026-09-21 (all account=Regular)"", ""Clustered midday downloads on 2026-09-22: 12:05 (7), 12:30 (4), 12:47 (1 via VIP)"", ""Overall downloads increased on 2026-09-22 (total ~25) vs 2026-09-21 (total ~15)""]",True,False,ml_only_correct
SUB317,2026-09-24,CustomerService,0,normal,0,-0.0032289131060075,1,// Structured insider-threat behaviour assessment.,"On the target date, activity shows an anomalous post-logout customer access and the highest download volume in the observed window. While actions occur from a known IP during business hours and align partly with a busy support day, the access after an explicit logout without a new login is irregular and, combined with a sharp increase in download volume versus recent days, warrants suspicion and review.","[""2026-09-24 16:40:00 logout is followed by 2026-09-24 16:41:30 customer_access with no intervening login (same known IP 10.3.3.83)."", ""2026-09-24 downloads total 29 (10 at 12:42:01; 10 at 13:57:01; 7 at 15:21:44; 2 at 16:15:22) — highest across the 4-day period (vs 25 on 2026-09-22 and 3 on 2026-09-23)."", ""All events on 2026-09-24 originate from a known IP and occur during normal hours, so the anomaly is not due to geo/time variance, increasing concern about session/state handling rather than benign context.""]",True,False,ml_only_correct
SUB320,2026-09-21,CustomerService,0,normal,0,-0.0479986135802548,1,"// Structured insider-threat behaviour assessment.
","On the target date, a download (count=7) occurred 16 minutes after a recorded logout, from the same known IP, with no intervening login. This authentication sequence anomaly is unusual for a CustomerService workflow, given the otherwise routine, low-volume customer record accesses earlier in the day. While it could be a queued/report download, the post-logout activity warrants suspicion and review.","[""2026-09-21 16:36:00 logout from IP 10.3.5.131"", ""2026-09-21 16:51:59 download=7 from the same IP with no new login event"", ""No downloads recorded during the active session earlier that day"", ""CustomerService role activity earlier was limited to small customer_access events (1–5 records)""]",True,False,ml_only_correct
SUB321,2026-09-22,Manager,0,normal,0,-0.0459406491872386,1,"// Structured insider-threat behaviour assessment.
","On the target date there is a sharp spike in download activity (34 total) compared to the prior day’s baseline (7 total), with two large bursts (19 in the morning and 14 late afternoon) not accompanied by a rise in customer record access. Additionally, a customer_access event occurs minutes after a recorded logout from the same IP, suggesting session irregularity or continued access via another session. While occurring during business hours from a known IP, the volume jump and post-logout access pattern are anomalous for this user and role and warrant investigation.","[""2026-09-21 10:41:47 | event=download | download=4"", ""2026-09-21 12:49:30 | event=download | download=3"", ""2026-09-22 09:03:28 | event=download | download=19"", ""2026-09-22 13:16:02 | event=download | download=1"", ""2026-09-22 16:04:26 | event=download | download=14"", ""2026-09-21 customer_access totals: 4 + 2 + 2 = 8 records"", ""2026-09-22 customer_access totals: 1 + 5 = 6 records"", ""2026-09-22 16:41:00 | event=logout | ip=10.3.3.168"", ""2026-09-22 16:47:25 | event=customer_access | records=5 | ip=10.3.3.168""]",True,False,ml_only_correct
SUB322,2026-09-23,Manager,0,normal,0,0.0305747505386657,1,"// Structured insider-threat behaviour assessment.
{""type"":""object"",""properties"":{""prediction"":{""type"":""integer"",""enum"":[0,1]},""reason"":{""type"":""string""},""evidence"":{""type"":""array"",""items"":{""type"":""string""}}}}","On the target date (2026-09-23), the employee performed two sizable download events (total=33) within business hours from a known IP. This represents a sharp increase versus the prior two days (12 on 09-21 and 3 on 09-22). While IP, timing, and access types appear normal and there are no failed logins, the abrupt multi-fold growth in download volume and multiple download bursts in one day are anomalous for this user’s recent pattern and warrant suspicion.","[""2026-09-23 09:50:51 | event=download | download=14 | account=Regular | known_ip=1"", ""2026-09-23 12:50:30 | event=download | download=19 | account=Regular | known_ip=1"", ""Baseline: 2026-09-21 14:15:12 | event=download | download=12 | account=Regular | known_ip=1"", ""Baseline: 2026-09-22 14:21:56 | event=download | download=3 | account=VIP | known_ip=1"", ""No anomalies in IP, hours, or failed logins on 2026-09-23, isolating the download-volume spike as the key deviation""]",True,False,ml_only_correct
SUB323,2026-09-23,Manager,0,normal,0,0.0273206449596754,1,// Structured insider-threat behaviour assessment.,"On the target date, the employee accessed customer records both before the first recorded login and after an explicit logout. This sequence is inconsistent with normal authenticated workflows and suggests use of a lingering/secondary session or policy bypass. While download volume (6) is not elevated relative to prior days and activity is from a known IP during work hours, the pre-login and post-logout customer accesses on the same day are atypical and raise concern.","[""2026-09-23 09:01:47 customer_access (VIP) occurred before the first login at 09:20:00"", ""2026-09-23 09:18:25 customer_access (Regular) also before login at 09:20:00"", ""2026-09-23 16:30:00 logout recorded, yet customer_access at 16:48:46 and 16:50:30 occurred after logout"", ""Download on 2026-09-23 was 6 (lower than 2026-09-21’s 18), so the suspicion is driven by access timing rather than volume""]",True,False,ml_only_correct
SUB323,2026-09-24,Manager,0,normal,0,-0.0510363852348856,1,// Structured insider-threat behaviour assessment.,"On 2026-09-24 the employee performed four separate download events totaling 51 units, a sharp increase versus their recent baseline (max 18 on 09-21 and only 2–6 on 09-22/23). The sudden jump in both frequency and volume of downloads within a single day is an abnormal pattern for this user and merits suspicion, even though it occurred from a known IP during business hours. The brief post-logout customer accesses also occurred on prior days, suggesting a logging quirk rather than a new risk factor.","[""2026-09-24 downloads: 10:05=9, 10:56=17, 12:31=8, 14:32=17 (total 51)"", ""Prior daily download totals: 2026-09-21=18 (single event), 2026-09-22=2, 2026-09-23=6"", ""All activity from known IP 10.3.3.181; no failed logins—indicates behavioral change not location change"", ""Post-logout customer_access on 2026-09-24 mirrors similar after-logout activity on 2026-09-21 and 2026-09-23, reducing its suspiciousness""]",True,False,ml_only_correct
SUB324,2026-09-25,Manager,0,normal,0,0.021281998524805,1,// Structured insider-threat behaviour assessment.,"On the target date (2026-09-25) a download occurred 50 seconds after a recorded logout, which is inconsistent with normal session behavior and not seen on prior days. The day also shows a sharp increase in download activity (four downloads totaling 31) compared with the preceding two days (zero) and the earlier low (3) on 2026-09-22. While the activity is from a known IP and within work hours, the post-logout download plus the sudden spike makes the behavior suspicious.","[""2026-09-25 16:35:00 | event=logout ..."", ""2026-09-25 16:35:50 | event=download | download=4 (download after logout within 50s)"", ""2026-09-25 multiple downloads: 09:05:30 (9), 09:15:00 (9), 11:44:27 (9), 16:35:50 (4) => total 31"", ""Prior days show no post-logout activity; logouts end the session on 2026-09-21, -22, -23, -24"", ""Download trend: 2026-09-22 total=3; 2026-09-23 total=0; 2026-09-24 total=0; sudden spike to 31 on 2026-09-25""]",True,False,ml_only_correct
SUB325,2026-09-25,Manager,0,normal,0,0.0132410064119671,1,"// Structured insider-threat behaviour assessment.
{""type"":""object"",""properties"":{""prediction"":{""type"":""integer"",""enum"":[0,1]},""reason"":{""type"":""string""},""evidence"":{""type"":""array"",""items"":{""type"":""string""}}}}","On the target date, there is a clear session anomaly: a customer_access occurs at 16:41 after a recorded logout at 16:37 with no intervening login. While activity is within business hours and from a known IP, downloads also peak for the week (28 total) continuing an upward trend. The post-logout access, combined with elevated downloads, makes the day suspicious.","[""2026-09-25 16:37:00 logout followed by 2026-09-25 16:41:13 customer_access with no new login recorded"", ""2026-09-25 downloads total 28 (19 at 13:50 and 9 at 16:35), highest of the week (rising from 17 on 09-21, 16 on 09-23, 27 on 09-24)"", ""All actions from known IP 10.3.2.44 and during work hours—normal context highlights the session anomaly as unusual rather than environmental""]",True,False,ml_only_correct
SUB328,2026-09-24,Manager,0,normal,0,-0.0603467513357699,1,"// Structured insider-threat behaviour assessment.
","On the target date, multiple data downloads occurred after a logout without any intervening login, which is anomalous. Immediately afterward, the user switched to a VIP account and performed a relatively large download. The total volume of downloads that day was also the highest in the observed period. While activity came from a known IP and during business hours, the post-logout downloads and sudden VIP-account download are inconsistent with prior patterns and elevate risk.","[""2026-09-24 16:41:00 | event=logout, followed by downloads without a new login"", ""2026-09-24 16:50:55 | event=download | account=Regular | download=7 (post-logout)"", ""2026-09-24 16:53:11 | event=download | account=VIP | download=17 (post-logout, first observed VIP download)"", ""Total downloads on 2026-09-24 = 11+2+8+7+17 = 45, higher than 2026-09-21 (31) and 2026-09-23 (13)"", ""Prior days show downloads occurring before logout and VIP usage limited to customer_access, not downloads""]",True,False,ml_only_correct
SUB328,2026-09-25,Manager,0,normal,0,-0.0040765839347989,1,"// Structured insider-threat behaviour assessment.
{""type"":""object"",""properties"":{""prediction"":{""type"":""integer"",""enum"":[0,1]},""reason"":{""type"":""string""},""evidence"":{""type"":""array"",""items"":{""type"":""string""}}}}","Suspicious due to a download recorded before any login on the target date, indicating activity outside an authenticated session. Shortly after logging in, there was another large download, producing a high daily download volume. This follows a concerning pattern from the previous day where downloads occurred after logout, suggesting continued session-boundary anomalies. IP and hours are normal, but the timing of downloads makes the 2026-09-25 activity suspicious.","[""2026-09-25 09:05:02 | event=download | download=15 occurs before any login (first login at 09:19:00)"", ""2026-09-25 09:49:53 | event=download | download=20 shortly after login, adding to elevated daily volume"", ""Context: 2026-09-24 16:41:00 | event=logout followed by 16:50:55 and 16:53:11 downloads (activity after logout), indicating a developing pattern of out-of-session downloads""]",True,False,ml_only_correct
SUB329,2026-09-25,Manager,0,normal,0,-0.0165406984507913,1,// Structured insider-threat behaviour assessment.,"Suspicious due to post-logout activity on the target date. After a recorded logout at 16:40, the user performed customer access and then a download without any intervening login—anomalous compared to prior days where activity stops after logout. While downloads and access volumes are within historical norms and from a known IP during business hours, the sequence breaking normal session flow suggests possible session misuse, shared session, or logging inconsistency that warrants investigation.","[""2026-09-25 16:40:00 | event=logout | ip=10.3.5.55"", ""2026-09-25 16:41:02 | event=customer_access | records=5 | no intervening login after logout"", ""2026-09-25 16:54:48 | event=download | download=16 | still no intervening login after logout"", ""Prior days (e.g., 2026-09-24, 2026-09-23, 2026-09-22) show no activity after logout, indicating this is a deviation from the user’s normal pattern"", ""Target date total downloads (13 + 16 = 29) are not abnormally high vs. 2026-09-22 (multiple downloads totaling ~71), indicating the anomaly is the post-logout access, not volume""]",True,False,ml_only_correct
SUB330,2026-09-24,Manager,0,normal,0,0.0484025091557431,1,// Structured insider-threat behaviour assessment.,"On the target date, the employee accessed a customer record nine minutes after a recorded logout, with no intervening login. This out-of-sequence access deviates from their prior daily patterns (no post-logout activity on previous days). While the single download of 15 records and mixed Regular/VIP accesses were within prior norms, the post-logout access is anomalous and warrants investigation (possible session persistence/misuse or logging error).","[""2026-09-24 16:43:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.2.122 | known_ip=1"", ""2026-09-24 16:52:13 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.2.122 | known_ip=1"", ""2026-09-24 13:01:20 | event=download | records=0 | download=15 | failed_login=0 | account=Regular | ip=10.3.2.122 | known_ip=1""]",True,False,ml_only_correct
